,geometry,centroide,CODIGO_CIRCUITO,NOMBRE_REGION,VOTOS_TOTALES_PRES,VOTOS_FIT_PRES,PORCENTAJE_FIT_PRES,ESPERANZA_EDAD_AGRUPADA
913613,"POLYGON ((-6507812.565963085 -4114737.3906050473, -6507686.602051882 -4114878.137445831, -6507703.352361043 -4114894.2481206194, -6507766.263801765 -4114948.26223473, -6507832.1729997 -4115004.7612777394, -6507887.896159386 -4115052.567376338, -6507899.8848770475 -4115062.5073886984, -6507911.873615995 -4115072.4473975566, -6507966.99986197 -4115119.6344810305, -6508067.673622357 -4115205.3249423304, -6508086.852395609 -4115221.4727320643, -6508093.453788086 -4115226.4520084765, -6508104.094266367 -4115205.2731616194, -6508179.312812842 -4115048.496673133, -6508160.124937817 -4115032.9589089123, -6508110.992686107 -4114990.742989134, -6508043.877690355 -4114933.617411197, -6507976.175060869 -4114875.2632223847, -6507908.463872357 -4114817.51854873, -6507896.475400608 -4114807.5787679106, -6507812.565963085 -4114737.3906050473))",POINT (-6507941.926586026 -4114974.6018938166),1007000084.0,COMUNA 07,8846,342,3.87,2.497813411078717
925593,"POLYGON ((-6505384.0568294795 -4114423.65659964, -6505354.032723915 -4114520.745339537, -6505313.024515135 -4114660.954926679, -6505415.238791582 -4114684.496158929, -6505476.91851679 -4114699.47956929, -6505516.692446276 -4114560.4691397, -6505544.288041432 -4114463.341846844, -6505384.0568294795 -4114423.65659964))",POINT (-6505429.187620798 -4114562.0233816653),1007000078.0,COMUNA 07,8198,280,3.42,2.5892138939670932
941835,"POLYGON ((-6506815.213906349 -4115854.995536193, -6506792.852312253 -4115848.5523318886, -6506760.378886646 -4115828.5373693854, -6506645.145515435 -4115940.7903663516, -6506536.688481925 -4116046.4401035416, -6506605.856093993 -4116128.0046165604, -6506632.625203538 -4116163.7876408985, -6506639.749346184 -4116174.264621828, -6506642.690513574 -4116180.408246131, -6506647.993958239 -4116190.857102562, -6506651.430016611 -4116204.3262059656, -6506654.31518663 -4116214.1278947443, -6506655.9585407 -4116225.73986348, -6506658.208806163 -4116237.361221588, -6506659.908176787 -4116245.3151515885, -6506661.542205245 -4116257.5368292592, -6506661.999756256 -4116267.3010523063, -6506663.054883429 -4116277.6843398805, -6506665.921410876 -4116288.7054483118, -6506668.73193575 -4116303.384646653, -6506671.047569261 -4116310.738318471, -6506672.16804912 -4116316.8538789256, -6506675.034594296 -4116327.875023609, -6506683.288698289 -4116343.8580255504, -6506693.97981888 -4116359.268865744, -6506700.525221314 -4116367.9075669427, -6506707.089299223 -4116375.3269030964, -6506714.857886104 -4116383.3746748744, -6506723.261396691 -4116389.602767188, -6506733.448342442 -4116398.297719877, -6506744.877131866 -4116405.18235991, -6506764.7281504115 -4116417.0756982584, -6506776.166307817 -4116423.350632088, -6506788.202068793 -4116430.244616301, -6506800.86341998 -4116435.9285875186, -6506813.524784315 -4116441.6125476304, -6506826.195488297 -4116446.686808462, -6506839.482450276 -4116451.1607374544, -6506852.78807342 -4116454.4152753972, -6506866.093704737 -4116457.669798657, -6506879.41799153 -4116459.7049292, -6506893.339881806 -4116462.359098944, -6506906.682824465 -4116463.1748195863, -6506915.786642469 -4116463.3152864343, -6506941.174811758 -4116470.4151391108, -6506955.647736668 -4116476.736737308, -6506966.423229784 -4116486.6602956965, -6506974.78036788 -4116495.9367176834, -6506983.090928883 -4116508.2616003067, -6506989.571416514 -4116521.168102365, -6506995.8562499955 -4116546.878181791, -6507049.36820066 -4116540.995106909, -6507139.986354565 -4116530.195080822, -6507447.115873126 -4116493.454587012, -6507441.176737896 -4116484.8255430628, -6507455.33112766 -4116472.2367343428, -6507569.843949613 -4116367.2769389222, -6507692.962766601 -4116255.131208759, -6507816.695318163 -4116142.384787847, -6507802.3335725255 -4116128.7484044097, -6507723.251824533 -4116059.8449733355, -6507658.5509864185 -4116003.3585074944, -6507584.858783155 -4115939.4161166414, -6507511.9262994975 -4116024.8877890757, -6507481.630844814 -4116061.0106374263, -6507475.459640558 -4116067.623674166, -6507367.888015698 -4116195.249865816, -6507360.474963145 -4116203.673263925, -6507311.627140486 -4116262.0741093704, -6507320.746948931 -4116221.3564407895, -6507320.351454772 -4116167.686277439, -6507310.796608151 -4116117.5342736486, -6507294.417126846 -4116077.034427585, -6507282.044232848 -4116052.451470852, -6507239.754399483 -4115999.3566855015, -6507212.153488071 -4115978.198165597, -6507180.967149714 -4115953.3255534484, -6507152.666494957 -4115938.254246921, -6507129.100044891 -4115931.1832960695, -6507117.018039772 -4115927.3382975147, -6507108.549469459 -4115925.3783847806, -6507098.269534887 -4115922.7807466984, -6507083.125154879 -4115920.7179318042, -6507070.408350185 -4115918.6925148102, -6507063.134955244 -4115917.970599117, -6507055.245356467 -4115917.848983929, -6507044.321297201 -4115917.6805844745, -6507030.362778001 -4115917.4653918557, -6507023.677650401 -4115917.9721277887, -6507016.992522327 -4115918.478859721, -6507006.647410179 -4115920.14876174, -6506985.957177579 -4115923.488537452, -6506976.209632473 -4115925.777431303, -6506968.292078718 -4115927.484736361, -6506955.472791376 -4115932.16545574, -6506923.139721502 -4115942.6431926317, -6506847.846014731 -4115864.646217553, -6506815.213906349 -4115854.995536193))",POINT (-6507125.24572998 -4116204.983627764),1007000086.0,COMUNA 07,21039,881,4.19,1.9981847519160951
1038374,"POLYGON ((-6504619.412055388 -4117080.7939663464, -6504552.309557593 -4117140.731072041, -6504541.195390944 -4117152.754561359, -6504543.993856343 -4117168.0450478755, -6504579.286490623 -4117241.171715819, -6504622.233865413 -4117329.665377777, -6504691.0762049705 -4117471.014375011, -6504706.394668564 -4117501.1382248728, -6504706.822205592 -4117512.732761825, -6504734.670034826 -4117557.079970489, -6504747.180452241 -4117572.522727978, -6504754.303650443 -4117583.002182887, -6504764.46174428 -4117593.5290641347, -6504770.408780295 -4117601.5505817393, -6504776.962802113 -4117609.5815855665, -6504784.730788944 -4117617.6315576634, -6504799.716452423 -4117630.0635430883, -6504826.681292779 -4117653.050850749, -6504856.690586047 -4117675.4757912355, -6504871.088296131 -4117686.6787707713, -6504874.0948992055 -4117688.555411767, -6504884.926226517 -4117694.8235154497, -6504889.885864296 -4117688.192088339, -6504906.595118511 -4117667.7164969887, -6504980.221418812 -4117578.6014972874, -6504995.081133091 -4117559.926772287, -6505087.889616351 -4117447.325677249, -6504974.008123002 -4117352.2371613174, -6504863.732577241 -4117259.644115504, -6504747.2665894255 -4117174.8823368447, -6504619.412055388 -4117080.7939663464))",POINT (-6504804.486424889 -4117391.141147197),1008000087.0,COMUNA 08,23153,820,3.54,2.399168399168399
1040779,"POLYGON ((-6510323.422729729 -4117869.2950255186, -6510202.702488977 -4117983.961852859, -6510154.660171194 -4118029.588284411, -6510063.503762582 -4118116.036330142, -6510085.633883096 -4118138.3289267896, -6510150.792421603 -4118206.407929028, -6510238.082480438 -4118296.779608296, -6510376.674507087 -4118164.6916779806, -6510524.4872069685 -4118024.8138705282, -6510423.6416276395 -4117947.65980202, -6510323.422729729 -4117869.2950255186))",POINT (-6510288.767817086 -4118078.1409797035),1008000090.0,COMUNA 08,34601,1279,3.7,2.256745283018868
1116597,"POLYGON ((-6509106.607518956 -4121132.6089286623, -6509087.508505951 -4121150.6203207495, -6509043.771917505 -4121191.4393291636, -6508985.222839551 -4121247.894702098, -6508972.287516533 -4121259.899184282, -6508908.189997926 -4121321.7606804743, -6508854.5986140855 -4121371.5805823384, -6508842.279431458 -4121382.9843485868, -6508922.323809403 -4121471.4508926948, -6508991.61504366 -4121548.1614520843, -6509007.769703313 -4121564.2707414604, -6509023.298765531 -4121581.590707624, -6509092.0025899 -4121657.072221029, -6509224.4124699375 -4121535.8480970394, -6509241.653511155 -4121520.24798763, -6509360.517883256 -4121411.0193011705, -6509275.07932423 -4121317.593396313, -6509190.240152905 -4121224.7868539463, -6509106.607518956 -4121132.6089286623))",POINT (-6509100.698552345 -4121395.7551046372),1008000088.0,COMUNA 08,13116,485,3.7,2.5965651328580686
1086117,"POLYGON ((-6508868.516142492 -4118404.0516680838, -6508820.475977709 -4118449.0640108706, -6508753.938319259 -4118512.702149493, -6508726.243298475 -4118537.2869717185, -6508701.629503487 -4118558.8691057134, -6508695.485270802 -4118563.654830152, -6508689.938841062 -4118569.0596329635, -6508620.93462916 -4118635.0997510715, -6508695.541091838 -4118720.4132714076, -6508778.50900801 -4118815.0040369355, -6508860.862032016 -4118910.1955783954, -6508991.456772762 -4118786.53550628, -6509121.423188918 -4118664.0855355407, -6509082.545470769 -4118625.0660772347, -6509030.543436163 -4118570.597827907, -6508977.916436262 -4118517.339965481, -6508946.241188893 -4118483.9198775874, -6508925.317588247 -4118462.252715307, -6508868.516142492 -4118404.0516680838))",POINT (-6508868.864217099 -4118654.7118866723),1008000089.0,COMUNA 08,36250,1434,3.96,2.1542979002624674
897885,"POLYGON ((-6514089.887488811 -4114116.7274262835, -6514064.17811577 -4114131.59027056, -6513964.027074963 -4114131.9385278127, -6513900.793349919 -4114139.5390608585, -6513850.329467259 -4114145.4991110144, -6513844.841318578 -4114147.2470233855, -6513757.066501999 -4114172.774948037, -6513738.7457377715 -4114180.429923862, -6513673.386863047 -4114208.7281182627, -6513595.114344665 -4114248.419245664, -6513585.324644865 -4114253.761598905, -6513510.683484502 -4114294.1158395554, -6513464.206604211 -4114317.8153241733, -6513450.748960954 -4114324.9323432785, -6513378.543132414 -4114364.712345221, -6513300.902278888 -4114402.582110755, -6513252.5771258045 -4114428.082665135, -6513173.150857109 -4114463.4862892856, -6513141.40715367 -4114475.8188113375, -6513193.18520479 -4114463.174305713, -6513276.216488808 -4114430.2630051016, -6513349.376650404 -4114408.179734059, -6513429.121981266 -4114392.2910219524, -6513494.802590463 -4114383.509862319, -6513587.040145895 -4114384.8777088667, -6513728.885409467 -4114397.34510963, -6513873.0600125035 -4114416.5522238305, -6513997.736203269 -4114440.956751874, -6514012.862295402 -4114444.2290943917, -6514017.521002087 -4114416.2503850567, -6514024.187188346 -4114416.958685662, -6514154.700090444 -4114415.83909073, -6514158.733755672 -4114389.0706082056, -6514162.794173133 -4114360.473401646, -6514167.470316658 -4114331.275636316, -6514172.1375098955 -4114302.6875350946, -6514176.206779106 -4114273.480948525, -6514180.267101731 -4114244.884023607, -6514184.943143017 -4114215.686544829, -6514190.3151999125 -4114180.402246233, -6514195.633687055 -4114148.7755550183, -6514213.061644357 -4114119.156937591, -6514092.867988051 -4114120.429759323, -6514089.887488811 -4114116.7274262835))",POINT (-6513860.210901506 -4114289.019364671),1009000101.0,COMUNA 09,13447,504,3.75,2.659499263622975
931063,"POLYGON ((-6508771.894255955 -4115238.654398966, -6508766.1928351605 -4115254.4214050025, -6508626.313447547 -4115392.5338903177, -6508499.4243159965 -4115514.3806299153, -6508484.6284759315 -4115529.3990743845, -6508593.245466591 -4115612.160484379, -6508712.658871839 -4115703.623400518, -6508838.931876671 -4115582.3725929507, -6508853.7273311475 -4115567.3535959893, -6508994.157891112 -4115432.9032021714, -6509005.247278887 -4115422.096167767, -6508984.255405062 -4115405.312232579, -6508878.680903679 -4115321.992744814, -6508771.894255955 -4115238.654398966))",POINT (-6508745.377335118 -4115474.0937098535),1009000092.0,COMUNA 09,10706,489,4.57,2.4927536231884058
933547,"POLYGON ((-6514128.077355762 -4114948.97173741, -6514109.7638702225 -4115038.9456628547, -6514092.092659033 -4115126.490688489, -6514066.577437643 -4115127.9427898573, -6513970.611988733 -4115132.0114810714, -6513821.648099283 -4115273.1031677467, -6513916.701829654 -4115372.6845128885, -6514043.111615472 -4115362.358877974, -6514062.086703036 -4115268.7336476403, -6514090.011882578 -4115268.5367208924, -6514144.0505475495 -4115267.5061091767, -6514231.476269643 -4115266.358642737, -6514252.725825416 -4115266.062706609, -6514264.612560832 -4115117.45400397, -6514279.372339953 -4114938.4017117405, -6514128.077355762 -4114948.97173741))",POINT (-6514088.415682757 -4115173.7799543734),1009000100.0,COMUNA 09,11076,403,3.64,2.6199324324324325
973558,"POLYGON ((-6508990.915415595 -4116170.1013542265, -6508878.799023998 -4116278.1598480884, -6508862.788804059 -4116293.1612726627, -6508847.293291333 -4116314.268812514, -6508844.17574776 -4116319.709695403, -6508838.556787737 -4116329.9910383797, -6508829.801823585 -4116346.9326542406, -6508826.3524118895 -4116374.3223454636, -6508853.212256422 -4116404.613844133, -6508941.572173211 -4116502.9251286145, -6509077.696718258 -4116654.4109967006, -6509143.60516134 -4116591.381381, -6509203.976908159 -4116533.1461334727, -6509266.1872042045 -4116473.7191555933, -6509155.147960888 -4116349.4524626182, -6509099.606247084 -4116288.843454475, -6509094.23602429 -4116282.663393853, -6509047.660584709 -4116231.338410519, -6508990.915415595 -4116170.1013542265))",POINT (-6509036.944865104 -4116412.557195474),1009000093.0,COMUNA 09,6695,254,3.79,2.458552946813608
975645,"POLYGON ((-6514091.88318483 -4115555.162459464, -6513958.310916911 -4115681.243747372, -6513969.672133505 -4115692.997998018, -6514031.262298885 -4115756.718432515, -6514043.21270064 -4115769.7010070956, -6514131.10570122 -4115861.2515800837, -6514211.815365692 -4115945.9881656463, -6514226.76503844 -4115961.454327601, -6514284.761235063 -4116022.072741988, -6514357.690252346 -4116099.37675861, -6514371.435403417 -4116114.215340742, -6514386.804600124 -4116101.0261225523, -6514429.877382725 -4116061.4136524177, -6514446.422149106 -4115926.2788904314, -6514417.7093896195 -4115897.194180921, -6514403.375353361 -4115881.1276353984, -6514341.193293056 -4115816.1801642803, -6514265.267351228 -4115736.3945354284, -6514188.137617349 -4115655.981385168, -6514177.374170739 -4115644.8460205356, -6514091.88318483 -4115555.162459464))",POINT (-6514222.536537859 -4115828.111976949),1009000099.0,COMUNA 09,8796,310,3.52,2.635730057963014
951244,"POLYGON ((-6510087.900527907 -4115115.362731361, -6509981.358414316 -4115217.409334523, -6509955.494895122 -4115242.0180074093, -6510185.617745952 -4115480.2668868494, -6510295.231533265 -4115375.8233259185, -6510291.782167773 -4115362.965833352, -6510294.953562101 -4115353.8671419225, -6510299.899881017 -4115347.844179646, -6510291.354144175 -4115310.518648553, -6510287.813437513 -4115303.757585473, -6510285.468196136 -4115298.234152617, -6510281.909223438 -4115292.692365469, -6510274.763877427 -4115283.437700004, -6510268.777450769 -4115277.8592012953, -6510260.979570894 -4115271.643530264, -6510208.648438561 -4115239.7535168305, -6510197.843725083 -4115231.6630181167, -6510185.861868244 -4115221.1156239654, -6510151.791875975 -4115185.8432076457, -6510087.900527907 -4115115.362731361))",POINT (-6510138.108951749 -4115297.728467219),1009000094.0,COMUNA 09,8441,380,4.5,2.732863549007047
1010889,"POLYGON ((-6511114.397064266 -4116250.4421557593, -6511026.333624398 -4116334.4921294902, -6511010.326085216 -4116349.496797065, -6510992.479522864 -4116365.6934220036, -6510899.458662773 -4116456.376736612, -6510910.826452306 -4116467.52512637, -6510987.366929487 -4116545.5181413908, -6511075.874431231 -4116635.2784445644, -6511164.383343238 -4116725.038799305, -6511274.019004719 -4116619.354868383, -6511293.124895509 -4116600.1271457016, -6511366.992928885 -4116531.7156004296, -6511383.616291087 -4116516.109591971, -6511294.482067398 -4116427.5628930843, -6511278.3220854 -4116412.0740230656, -6511205.331066978 -4116340.2356036603, -6511191.562671634 -4116327.2220289474, -6511114.397064266 -4116250.4421557593))",POINT (-6511140.55754272 -4116487.0532243196),1009000096.0,COMUNA 09,8485,367,4.33,2.567233560090703
1019709,"POLYGON ((-6513695.241929772 -4116564.6376622096, -6513609.774699985 -4116638.3816801854, -6513595.019782842 -4116650.969686124, -6513471.418039458 -4116758.299357305, -6513541.239418229 -4116840.446454499, -6513618.228882513 -4116930.6282602004, -6513741.831218903 -4116823.295351319, -6513906.008828946 -4116681.191352394, -6513795.189148269 -4116621.004777711, -6513695.241929772 -4116564.6376622096))",POINT (-6513676.150154466 -4116736.8624528083),1009000098.0,COMUNA 09,16240,568,3.5,2.64126638804603
1037176,"POLYGON ((-6508913.51074569 -4117556.3444883972, -6508989.332667073 -4117761.8169894717, -6509054.645553253 -4117939.6863912735, -6509084.957571522 -4118023.097008882, -6509131.658856585 -4118147.0128813735, -6509182.096944379 -4118103.8666443466, -6509207.959665483 -4118079.8636132055, -6509254.745891965 -4118037.2716010814, -6509207.142771782 -4117852.352553066, -6509206.572574955 -4117849.904231519, -6509206.747398659 -4117838.318616569, -6509207.198256383 -4117808.439979823, -6509164.892783829 -4117755.3437836566, -6509095.181589514 -4117667.675690956, -6509041.608910233 -4117717.4810521337, -6508967.018689263 -4117510.8086961866, -6508913.51074569 -4117556.3444883972))",POINT (-6509101.182398554 -4117853.0914378543),1009000091.0,COMUNA 09,6731,246,3.65,1.9657762938230383
1083179,"POLYGON ((-6513064.04673232 -4118323.9484621417, -6512905.625650126 -4118485.05415814, -6512917.595518864 -4118496.821477537, -6512995.377780944 -4118574.833601553, -6513074.357242649 -4118654.0834672786, -6513178.456791939 -4118759.3253878467, -6513266.419039438 -4118847.2483651, -6513267.651138751 -4118846.046748462, -6513286.789788048 -4118865.850209217, -6513299.947648461 -4118879.465090681, -6513308.909953355 -4118889.3578010476, -6513323.871112483 -4118904.219425199, -6513346.009390162 -4118926.5073521547, -6513510.964922977 -4118775.2455451195, -6513473.856435461 -4118738.7068635905, -6513464.876151457 -4118730.0340709896, -6513462.474831132 -4118728.1685329946, -6513428.95515396 -4118695.342898815, -6513424.152540936 -4118691.611819402, -6513342.813906674 -4118607.4494365784, -6513240.526290635 -4118502.8473433764, -6513165.143964539 -4118426.702934169, -6513153.1828902 -4118414.326137418, -6513064.04673232 -4118323.9484621417))",POINT (-6513205.924987885 -4118627.1246630745),1009000097.0,COMUNA 09,10997,426,3.87,2.516337644656229
990137,"POLYGON ((-6512217.931904226 -4115724.264836908, -6512193.28570269 -4115748.898057317, -6512179.119283241 -4115762.7115995823, -6512111.3573234165 -4115829.3860038538, -6512196.145867125 -4115924.5644541807, -6512279.749107882 -4116017.8959219106, -6512363.933567338 -4116113.0656934883, -6512428.607140479 -4116050.0008679945, -6512477.872738613 -4116002.5611239374, -6512532.699276988 -4115948.496429904, -6512561.6476445915 -4115920.267363092, -6512446.095950134 -4115852.6833837125, -6512332.294146385 -4115790.003192946, -6512217.931904226 -4115724.264836908))",POINT (-6512328.896680064 -4115908.513175097),1009000095.0,COMUNA 09,15018,621,4.14,2.592395061728395
812263,"POLYGON ((-6509762.869265675 -4113277.0269589047, -6509755.920139002 -4113295.211530746, -6509700.317126414 -4113441.29850514, -6509823.566266956 -4113478.5287655047, -6509943.800710426 -4113514.4927748414, -6510031.3982906 -4113541.425976448, -6510062.8224136615 -4113550.4372563134, -6510107.658442764 -4113434.0580190425, -6510123.494855568 -4113389.7916043466, -6510023.211066841 -4113359.0093985703, -6510005.090527198 -4113353.247982986, -6509885.49178995 -4113315.4658020525, -6509866.157879109 -4113309.68579784, -6509762.869265675 -4113277.0269589047))",POINT (-6509911.806064842 -4113414.641346705),1010000111.0,COMUNA 10,8598,390,4.54,2.621013133208255
916357,"POLYGON ((-6511103.449491035 -4115397.1635566005, -6511142.569082807 -4115419.7043609144, -6511174.45175266 -4115439.087291114, -6511258.705970952 -4115487.9176459047, -6511336.946588186 -4115532.998478416, -6511484.97867121 -4115619.983225243, -6511616.183270749 -4115695.73787987, -6511629.471438296 -4115700.205844049, -6511642.723360592 -4115707.1124374922, -6511667.397512282 -4115721.50794079, -6511677.868756729 -4115711.298461902, -6511791.783085641 -4115602.633850422, -6511820.107340054 -4115575.617807081, -6511871.221084147 -4115526.381065743, -6511829.3732980555 -4115523.924647474, -6511675.007827374 -4115495.3894392876, -6511509.746588582 -4115464.8592390204, -6511366.768284628 -4115446.2474252074, -6511346.786716258 -4115442.8982255696, -6511183.320646584 -4115414.219680731, -6511138.484583346 -4115408.666847924, -6511103.449491035 -4115397.1635566005))",POINT (-6511548.65155101 -4115551.1528260284),1010000107.0,COMUNA 10,15517,637,4.11,2.5536332179930796
871355,"POLYGON ((-6509170.281390851 -4114139.2675550096, -6509104.4607330635 -4114318.131517479, -6509223.837334147 -4114371.1652183095, -6509333.579495294 -4114419.173599619, -6509340.2177447835 -4114421.713445562, -6509451.64369267 -4114478.892430087, -6509487.765117144 -4114377.616993423, -6509536.526659499 -4114242.9998676735, -6509412.02913156 -4114207.5739782806, -6509295.384129544 -4114174.7051075874, -6509170.281390851 -4114139.2675550096))",POINT (-6509323.946854864 -4114296.66456816),1010000112.0,COMUNA 10,6582,286,4.35,2.498199279711885
827357,"POLYGON ((-6512670.576055911 -4113683.5029114145, -6512543.875189386 -4113796.8454325963, -6512469.443739307 -4113864.0209147134, -6512431.933300964 -4113896.9945132486, -6512418.403414215 -4113908.986550521, -6512372.8780043125 -4113950.376260042, -6512361.802255102 -4113960.5758190537, -6512306.423209132 -4114011.5735770944, -6512320.88722432 -4114018.496420878, -6512458.2016102215 -4114090.6632891824, -6512568.418499277 -4114148.4013683107, -6512590.092523237 -4114160.309211155, -6512622.617157679 -4114177.2565506385, -6512663.574246979 -4114198.597550338, -6512699.1151751205 -4114216.8091288274, -6512626.870509051 -4114135.859386901, -6512748.675050631 -4114025.4881778164, -6512856.322967283 -4113928.3193401475, -6512876.010349272 -4113910.3214013064, -6512862.867627442 -4113896.1026010606, -6512812.706258233 -4113840.4827099848, -6512776.874440155 -4113800.928414879, -6512765.525350428 -4113788.5654440005, -6512683.1115015475 -4113697.7126129284, -6512670.576055911 -4113683.5029114145))",POINT (-6512607.261378851 -4113941.8651234573),1010000106.0,COMUNA 10,9278,404,4.35,2.620956781734167
813862,"POLYGON ((-6515367.206000516 -4113385.6070837905, -6515361.417291002 -4113408.0802188884, -6515357.546327736 -4113423.8750618286, -6515297.081115166 -4113408.3559695915, -6515236.607214472 -4113393.4461220927, -6515175.535574546 -4113377.9175190777, -6515114.472983016 -4113361.779064694, -6515053.999602215 -4113346.8683046657, -6514992.92849491 -4113331.338782284, -6514945.890240394 -4113519.0376650672, -6515006.971160935 -4113533.9581776303, -6515067.427720941 -4113550.0885741715, -6515128.500119507 -4113565.618027662, -6515189.5726959575 -4113581.1471735784, -6515250.047526205 -4113596.057551009, -6515311.111593635 -4113612.1956417426, -6515373.407139531 -4113627.132104785, -6515432.660052841 -4113642.6333329845, -6515495.685591748 -4113565.5170015306, -6515551.448051609 -4113570.6017080615, -6515568.429247101 -4113571.4601094406, -6515603.587533896 -4113574.413717892, -6515604.242029577 -4113529.306634055, -6515603.674104788 -4113484.791511056, -6515571.013995772 -4113476.997071283, -6515554.6839592345 -4113473.099818107, -6515501.464152887 -4113460.1265944303, -6515421.036761052 -4113440.0478749266, -6515425.558690587 -4113421.2141400785, -6515430.7050890075 -4113401.1702346313, -6515367.206000516 -4113385.6070837905))",POINT (-6515259.010927866 -4113490.841569999),1010000102.0,COMUNA 10,10509,436,4.15,2.64487959777719
799543,"POLYGON ((-6511544.365480649 -4112974.0756422672, -6511590.966802359 -4113023.546895212, -6511601.118444315 -4113034.6729262224, -6511608.897465017 -4113042.1054491876, -6511690.111435143 -4113131.1137848864, -6511697.881526372 -4113139.1558361794, -6511719.389706338 -4113162.035659985, -6511727.612495504 -4113139.601500321, -6511866.6964154905 -4113214.2350017303, -6512005.17545291 -4113288.8582391758, -6512053.277324329 -4113155.451882101, -6512060.258836157 -4113134.8278879495, -6512040.987251759 -4113124.78504989, -6511921.754146225 -4113062.0349513744, -6511903.696315638 -4113052.0101156714, -6511801.942796108 -4112997.4463297916, -6511783.885179824 -4112987.421363924, -6511667.109159281 -4112922.8772230614, -6511645.420391369 -4112912.188012319, -6511625.624353791 -4112896.649986363, -6511544.365480649 -4112974.0756422672))",POINT (-6511810.354309345 -4113091.019574427),1010000108.0,COMUNA 10,9711,470,4.84,2.5832490974729243
837127,"POLYGON ((-6510584.350994863 -4113902.7951536216, -6510490.741115745 -4113993.446804439, -6510520.346502163 -4114002.429715452, -6510543.30451271 -4114009.4830874954, -6510679.830493863 -4114052.393702197, -6510720.9031968415 -4113943.8761357195, -6510634.855353289 -4113853.5620868974, -6510584.350994863 -4113902.7951536216))",POINT (-6510622.775979803 -4113961.924160383),1010000109.0,COMUNA 10,15192,738,4.86,2.6204792043399636
703127,"POLYGON ((-6515453.911294278 -4111134.349492818, -6515456.25829817 -4111139.8698707316, -6515431.049171611 -4111162.6636706954, -6515422.4320895495 -4111171.0712074847, -6515411.986170903 -4111180.0615027077, -6515368.453162818 -4111211.1205409206, -6515324.795961531 -4111250.711521482, -6515279.916270392 -4111290.894099168, -6515235.036260495 -4111331.0766285867, -6515189.558125471 -4111370.64077031, -6515144.06194436 -4111411.4237334016, -6515173.996632206 -4111439.293735638, -6515211.114079012 -4111473.9744167724, -6515266.1840018425 -4111525.986520422, -6515326.6348561635 -4111583.563704077, -6515388.299694888 -4111641.158655014, -6515431.993630921 -4111599.128306529, -6515476.285073706 -4111557.7162673897, -6515495.366325912 -4111539.0988705517, -6515519.362838664 -4111516.286424371, -6515535.9730312545 -4111500.680708837, -6515546.428002076 -4111491.0806057784, -6515548.274555528 -4111489.2789206663, -6515554.438571611 -4111482.663859082, -6515584.59882739 -4111453.236329618, -6515458.835313237 -4111129.545186902, -6515453.911294278 -4111134.349492818))",POINT (-6515386.585452013 -4111400.747860793),1010000103.0,COMUNA 10,10289,409,3.98,2.6503282669304795
676071,"POLYGON ((-6512256.990865232 -4111119.3654795974, -6512243.374022667 -4111137.4486501366, -6512139.354124062 -4111277.9209678243, -6512053.286074367 -4111394.2798248185, -6512148.770459629 -4111461.540664752, -6512166.780891132 -4111474.6108061364, -6512279.100079305 -4111552.4853719496, -6512405.230159659 -4111640.318750787, -6512417.000321317 -4111624.0357672987, -6512474.003576733 -4111544.4221674646, -6512488.263271411 -4111523.909366283, -6512585.517981515 -4111389.425539556, -6512601.008598733 -4111367.7120865067, -6512579.991513471 -4111352.7692496656, -6512464.122249238 -4111268.7505220254, -6512446.11177951 -4111255.6810959307, -6512362.054464639 -4111195.299693719, -6512345.248519749 -4111182.8577270913, -6512256.990865232 -4111119.3654795974))",POINT (-6512328.174753137 -4111380.316877304),1010000105.0,COMUNA 10,14873,627,4.22,2.592426291587774
747305,"POLYGON ((-6513404.540326796 -4112142.862798029, -6513355.313802612 -4112189.0722282864, -6513341.162334858 -4112202.2736286116, -6513286.385232235 -4112254.496736262, -6513241.476483533 -4112295.893282807, -6513212.566267061 -4112322.287010853, -6513200.877211147 -4112333.086488187, -6513173.189210089 -4112358.888734171, -6513155.958863084 -4112375.0924433926, -6513125.8258321155 -4112402.077575496, -6513114.145587125 -4112412.2675446165, -6513096.915074101 -4112428.471233578, -6513066.772781088 -4112456.0658143237, -6513053.263282625 -4112466.8381953384, -6513122.449187482 -4112548.9469677103, -6513194.750501581 -4112625.6155056353, -6513304.88856107 -4112523.004366571, -6513316.577723286 -4112512.2046031454, -6513354.125749263 -4112476.1843621535, -6513432.9241110105 -4112399.9314039364, -6513444.00630501 -4112389.122616236, -6513482.775904312 -4112352.5108196866, -6513531.40489716 -4112305.681692151, -6513543.0936178975 -4112294.881884178, -6513471.398625719 -4112218.2268195204, -6513404.540326796 -4112142.862798029))",POINT (-6513297.894245922 -4112385.022197769),1010000104.0,COMUNA 10,10113,414,4.09,2.647501343363783
